TS_LOAD;SYS_DESC;VEH_SER_NO;OPR_NAME
2017-03-09 11:37:08.616741;Paint Inspection;XGC043;PAINT
2017-03-09 11:37:37.633000;Cab Call Scan;CSV482;B Line
2017-03-09 11:39:55.163000;OMT Offline Tracking;PVZ436;Enter Offline
2017-03-09 11:40:14.980000;Cab in white conveyer;LFW513;CIW upload
2017-03-09 11:41:07.253000;Cab call scan;TRJ645;A Line
2017-03-09 11:41:27.617000;OMT Offline Tracking;SYA283;Enter Offline
2017-03-09 11:42:08.000000;U-BOLT;YXF326;Front U-Bolt
2017-03-09 11:43:57.353000;Hood Conveyor;XGC043;Hood Upload
2017-03-09 11:46:27.443523;Paint Inspection;TMU402;PAINT
2017-03-09 11:46:31.787000;Cab Conveyer;SPI314;Cab Upload 2
2017-03-09 11:46:31.787000;Cab Conveyor / Monorail;SPI314;Cab Upload
2017-03-09 11:47:35.757000;Cab in white conveyer;CFG764;CIW upload
2017-03-09 11:48:09.000000;STVMS Tracking Chassis Start;FTI653;Chassis Start
2017-03-09 11:48:11.000000;STVMS Tracking Chassis Start;KUR214;Chassis Start
2017-03-09 11:48:14.000000;STVMS Tracking Chassis Start;ILA012;Chassis Start
2017-03-09 11:48:20.000000;STVMS Tracking Chassis Start;FQP941;Chassis Start
2017-03-09 11:48:38.000000;U-BOLT;YXF326;Rear U-Bolt
2017-03-09 11:49:24.000000;U-BOLT;YKN950;Front U-Bolt
2017-03-09 11:53:37.817000;OMT Offline Tracking;JKZ317;Enter Offline
2017-03-09 11:54:05.041257;Paint Inspection;HCS198;PAINT
2017-03-09 11:55:39.903000;Cab in white conveyer;TXC574;CIW upload
2017-03-09 11:55:42.677000;OMT Offline Tracking;VFR160;Enter Offline
2017-03-09 11:55:51.210000;Assembly Line Tracker;FQP941;Pool 13 Start
2017-03-09 11:55:52.277000;Assembly Line Tracker;ILA012;Pool 13 Start
2017-03-09 11:55:53.317000;Assembly Line Tracker;KUR214;Pool 13 Start
2017-03-09 11:56:21.897000;Hood Conveyor;JIN079;Hood Upload
2017-03-09 11:56:29.880000;Cab Call Scan;YZU059;B Line
2017-03-09 11:56:38.413000;Cab call scan;NHZ581;A Line
2017-03-09 11:57:30.417000;Cab Conveyer;AGU058;Cab Upload 2
2017-03-09 11:57:30.417000;Cab Conveyor / Monorail;AGU058;Cab Upload
2017-03-09 11:59:25.000000;U-BOLT;IXT460;Front U-Bolt
2017-03-09 11:59:36.943000;Hood Conveyor;HCS198;Hood Upload
2017-03-09 12:02:18.860000;Cab in white conveyer;THO497;CIW upload
2017-03-09 12:03:49.450000;Cab Conveyer;SEK173;Cab Upload 2
2017-03-09 12:03:49.450000;Cab Conveyor / Monorail;SEK173;Cab Upload
2017-03-09 12:04:37.440000;Hood Conveyor;TMU402;Hood Upload
2017-03-09 12:06:45.517000;OMT Offline Tracking;ZKY831;Enter Offline
2017-03-09 12:07:40.037000;Cab in white conveyer;VFH294;CIW upload
2017-03-09 12:07:47.000000;U-BOLT;IXT460;Rear U-Bolt
2017-03-09 12:09:03.450000;Cab Conveyer;QZH295;Cab Upload 2
2017-03-09 12:09:03.450000;Cab Conveyor / Monorail;QZH295;Cab Upload
2017-03-09 12:09:08.173000;OMT Offline Tracking;AYO527;Enter Offline
2017-03-09 12:10:00.000000;U-BOLT;DJZ516;Front U-Bolt
2017-03-09 12:10:38.000000;STVMS Tracking Chassis Start;HQI892;Chassis Start
2017-03-09 12:10:41.000000;STVMS Tracking Chassis Start;MAU864;Chassis Start
2017-03-09 12:11:39.520000;Cab Call Scan;APZ612;B Line
2017-03-09 12:14:13.000000;U-BOLT;SPF970;Front U-Bolt
2017-03-09 12:14:38.547000;Cab call scan;FZA809;A Line
2017-03-09 12:15:42.917000;Cab Conveyer;TRJ645;Cab Upload 2
2017-03-09 12:15:42.917000;Cab Conveyor / Monorail;TRJ645;Cab Upload
2017-03-09 12:17:18.000000;U-BOLT;SPF970;Rear U-Bolt
2017-03-09 12:20:19.570000;Cab in white conveyer;ZXA107;CIW upload
2017-03-09 12:20:24.000000;U-BOLT;JYZ708;Front U-Bolt
2017-03-09 12:20:46.540000;Cab Conveyer;CSV482;Cab Upload 2
2017-03-09 12:20:46.540000;Cab Conveyor / Monorail;CSV482;Cab Upload
2017-03-09 12:20:51.157000;Assembly Line Tracker;HQI892;Pool 13 Start
2017-03-09 12:20:57.967000;OMT Offline Tracking;ZVI392;Enter Offline
2017-03-09 12:21:45.157098;Paint Inspection;EBM074;PAINT
2017-03-09 12:22:54.000000;U-BOLT;JYZ708;Rear U-Bolt
2017-03-09 12:25:32.523000;Cab Call Scan;YWI795;B Line
2017-03-09 12:27:19.000000;U-BOLT;KLN307;Front U-Bolt
2017-03-09 12:27:26.000000;STVMS Tracking Top Station;ZVI392;Top Station
2017-03-09 12:27:57.000000;STVMS Tracking Top Station;PJL425;Top Station
2017-03-09 12:28:23.000000;STVMS Tracking Top Station;CMI143;Top Station
2017-03-09 12:28:42.000000;STVMS Tracking Top Station;VFX591;Top Station
2017-03-09 12:28:52.000000;STVMS Tracking Top Station;EPR018;Top Station
2017-03-09 12:28:58.000000;STVMS Tracking Top Station;DPA037;Top Station
2017-03-09 12:29:00.836691;Paint Inspection;TBP914;PAINT
2017-03-09 12:29:02.000000;STVMS Tracking Top Station;OQS570;Top Station
2017-03-09 12:29:06.000000;STVMS Tracking Top Station;FTI653;Top Station
2017-03-09 12:29:11.000000;STVMS Tracking Top Station;KUR214;Top Station
2017-03-09 12:29:15.000000;STVMS Tracking Top Station;ILA012;Top Station
2017-03-09 12:29:21.000000;STVMS Tracking Top Station;FQP941;Top Station
2017-03-09 12:29:32.000000;STVMS Tracking Top Station;HQI892;Top Station
2017-03-09 12:29:37.000000;STVMS Tracking Top Station;MAU864;Top Station
2017-03-09 12:29:55.610000;Cab call scan;ZPW452;A Line
2017-03-09 12:30:17.000000;U-BOLT;KLN307;Rear U-Bolt
2017-03-09 12:30:52.200000;Assembly Line Tracker;MAU864;Pool 60 Start
2017-03-09 12:30:53.243000;Assembly Line Tracker;HQI892;Pool 60 Start
2017-03-09 12:30:55.273000;Assembly Line Tracker;FQP941;Pool 60 Start
2017-03-09 12:30:56.300000;Assembly Line Tracker;ILA012;Pool 60 Start
2017-03-09 12:30:57.157000;Cab in white conveyer;EBT912;CIW upload
2017-03-09 12:30:57.287000;Assembly Line Tracker;KUR214;Pool 60 Start
2017-03-09 12:30:58.280000;Assembly Line Tracker;FTI653;Pool 60 Start
2017-03-09 12:30:59.317000;Assembly Line Tracker;OQS570;Pool 60 Start
2017-03-09 12:30:59.557000;OMT Offline Tracking;KNR831;Enter Offline
2017-03-09 12:31:00.420000;Assembly Line Tracker;DPA037;Pool 60 Start
2017-03-09 12:31:01.433000;Assembly Line Tracker;EPR018;Pool 60 Start
2017-03-09 12:31:02.423000;Assembly Line Tracker;VFX591;Pool 60 Start
2017-03-09 12:31:03.517000;Assembly Line Tracker;CMI143;Pool 60 Start
2017-03-09 12:31:04.513000;Assembly Line Tracker;PJL425;Pool 60 Start
2017-03-09 12:31:05.510000;Assembly Line Tracker;MAU864;Pool 13 Start
2017-03-09 12:31:06.500000;Assembly Line Tracker;ZVI392;Pool 60 Start
2017-03-09 12:32:16.000000;STVMS Tracking Chassis Start;WBR310;Chassis Start
2017-03-09 12:32:19.000000;STVMS Tracking Chassis Start;LPU731;Chassis Start
2017-03-09 12:32:22.000000;STVMS Tracking Chassis Start;SFZ186;Chassis Start
2017-03-09 12:33:34.303000;Cab Conveyer;NHZ581;Cab Upload 2
2017-03-09 12:33:34.303000;Cab Conveyor / Monorail;NHZ581;Cab Upload
2017-03-09 12:34:25.820000;OMT Offline Tracking;LGO801;Enter Offline
2017-03-09 12:34:26.000000;U-BOLT;VFX591;Front U-Bolt
2017-03-09 12:35:54.100000;Assembly Line Tracker;WBR310;Pool 13 Start
2017-03-09 12:38:00.647000;Cab Conveyer;YZU059;Cab Upload 2
2017-03-09 12:38:00.647000;Cab Conveyor / Monorail;YZU059;Cab Upload
2017-03-09 12:38:10.640000;Cab in white conveyer;IFX670;CIW upload
2017-03-09 12:38:29.383000;OMT Offline Tracking;SYV137;Enter Offline
2017-03-09 12:38:29.383000;OMT Offline Tracking;SYV137;Sold
2017-03-09 12:39:37.000000;STVMS Tracking Chassis Start;XSZ543;Chassis Start
2017-03-09 12:39:40.000000;STVMS Tracking Chassis Start;PWR481;Chassis Start
2017-03-09 12:39:43.000000;STVMS Tracking Chassis Start;XGC043;Chassis Start
2017-03-09 12:39:49.000000;STVMS Tracking Chassis Start;JIN079;Chassis Start
2017-03-09 12:39:59.000000;STVMS Tracking Chassis Start;HCS198;Chassis Start
2017-03-09 12:40:35.103000;Cab Call Scan;EVB234;B Line
2017-03-09 12:42:02.401701;Paint Inspection;XJI184;PAINT
2017-03-09 12:44:04.000000;U-BOLT;EPR018;Front U-Bolt
2017-03-09 12:45:15.647000;Cab in white conveyer;FWU517;CIW upload
2017-03-09 12:45:51.083000;Assembly Line Tracker;LPU731;Pool 13 Start
2017-03-09 12:47:01.050016;Paint Inspection;BJM584;PAINT
2017-03-09 12:47:31.000000;U-BOLT;EPR018;Rear U-Bolt
2017-03-09 12:49:34.217000;Cab Conveyer;FZA809;Cab Upload 2
2017-03-09 12:49:34.217000;Cab Conveyor / Monorail;FZA809;Cab Upload
2017-03-09 12:50:08.600000;Cab call scan;QRM025;A Line
2017-03-09 12:50:50.713000;Cab in white conveyer;KMW285;CIW upload
2017-03-09 12:51:10.177000;OMT Offline Tracking;VCM016;Enter Offline
2017-03-09 12:51:45.751841;Paint Inspection;YRW680;PAINT
2017-03-09 12:52:23.670000;Hood Conveyor;EBM074;Hood Upload
2017-03-09 12:53:23.000000;U-BOLT;DPA037;Front U-Bolt
2017-03-09 12:54:17.753000;OMT Offline Tracking;FTI824;Enter Offline
2017-03-09 12:54:57.643000;Hood Conveyor;TBP914;Hood Upload
2017-03-09 12:55:51.073000;Assembly Line Tracker;SFZ186;Pool 13 Start
2017-03-09 13:00:14.633000;Cab Conveyer;APZ612;Cab Upload 2
2017-03-09 13:00:14.633000;Cab Conveyor / Monorail;APZ612;Cab Upload
2017-03-09 13:00:48.000000;U-BOLT;OQS570;Front U-Bolt
2017-03-09 13:00:51.053000;Assembly Line Tracker;XSZ543;Pool 13 Start
2017-03-09 13:02:19.310000;Hood Conveyor;XJI184;Hood Upload
2017-03-09 13:03:15.657000;Cab Conveyer;YWI795;Cab Upload 2
2017-03-09 13:03:15.657000;Cab Conveyor / Monorail;YWI795;Cab Upload
2017-03-09 13:03:32.830000;Cab call scan;YCU023;A Line
2017-03-09 13:03:46.250000;OMT Offline Tracking;PJL425;Enter Offline
2017-03-09 13:05:16.812133;Paint Inspection;TEK452;PAINT
2017-03-09 13:05:51.043000;Assembly Line Tracker;PWR481;Pool 13 Start
2017-03-09 13:06:24.000000;U-BOLT;FTI653;Front U-Bolt
2017-03-09 13:07:06.840000;Hood Conveyor;BJM584;Hood Upload
2017-03-09 13:07:45.797000;Cab in white conveyer;NSP483;CIW upload
2017-03-09 13:08:18.263000;Cab Call Scan;QLV652;B Line
2017-03-09 13:09:17.000000;U-BOLT;DPA037;Rear U-Bolt
2017-03-09 13:10:52.127000;Assembly Line Tracker;XGC043;Pool 13 Start
2017-03-09 13:10:53.307000;Cab Conveyer;ZPW452;Cab Upload 2
2017-03-09 13:10:53.307000;Cab Conveyor / Monorail;ZPW452;Cab Upload
2017-03-09 13:12:01.203000;OMT Offline Tracking;IOU412;Enter Offline
2017-03-09 13:12:22.900000;Hood Conveyor;YRW680;Hood Upload
2017-03-09 13:12:26.000000;U-BOLT;KUR214;Front U-Bolt
2017-03-09 13:13:41.000000;U-BOLT;KUR214;Rear U-Bolt
2017-03-09 13:16:25.670000;Hood Conveyor;TEK452;Hood Upload
2017-03-09 13:17:54.253000;Cab Call Scan;EQD264;B Line
2017-03-09 13:18:52.337000;Cab call scan;ADQ781;A Line
2017-03-09 13:20:51.053000;Assembly Line Tracker;JIN079;Pool 13 Start
2017-03-09 13:21:33.000000;U-BOLT;ILA012;Rear U-Bolt
2017-03-09 13:22:06.950000;Cab in white conveyer;YIZ291;CIW upload
2017-03-09 13:22:35.500000;Cab Conveyer;QRM025;Cab Upload 2
2017-03-09 13:22:35.500000;Cab Conveyor / Monorail;QRM025;Cab Upload
2017-03-09 13:22:56.264078;Paint Inspection;GTO457;PAINT
2017-03-09 13:22:57.887000;OMT Offline Tracking;ALE837;Enter Offline
2017-03-09 13:23:22.453000;Hood Conveyor;GTO457;Hood Upload
2017-03-09 13:23:43.997000;OMT Offline Tracking;YCR723;Sold
2017-03-09 13:23:43.997000;OMT Offline Tracking;YCR723;Enter Offline
2017-03-09 13:28:06.000000;U-BOLT;FQP941;Front U-Bolt
2017-03-09 13:28:22.440000;Cab Conveyer;EVB234;Cab Upload 2
2017-03-09 13:28:22.440000;Cab Conveyor / Monorail;EVB234;Cab Upload
2017-03-09 13:28:48.340000;Cab in white conveyer;UNM285;CIW upload
2017-03-09 13:30:02.000000;U-BOLT;FQP941;Rear U-Bolt
2017-03-09 13:30:53.923000;Cab call scan;GJK683;A Line
2017-03-09 13:32:36.416197;Paint Inspection;YBP783;PAINT
2017-03-09 13:33:28.353000;OMT Offline Tracking;EBL860;Enter Offline
2017-03-09 13:33:28.617000;OMT Offline Tracking;FHU982;Enter Offline
2017-03-09 13:34:30.030000;Cab in white conveyer;HOA438;CIW upload
2017-03-09 13:35:59.470000;Hood Conveyor;YBP783;Hood Upload
2017-03-09 13:36:32.430000;Cab Conveyer;YCU023;Cab Upload 2
2017-03-09 13:36:32.430000;Cab Conveyor / Monorail;YCU023;Cab Upload
2017-03-09 13:36:35.000000;STVMS Tracking Chassis Start;TMU402;Chassis Start
2017-03-09 13:36:40.000000;STVMS Tracking Chassis Start;EBM074;Chassis Start
2017-03-09 13:36:41.487000;Cab Call Scan;HMS840;B Line
2017-03-09 13:36:45.000000;STVMS Tracking Chassis Start;TBP914;Chassis Start
2017-03-09 13:40:38.503000;Cab in white conveyer;EUK098;CIW upload
2017-03-09 13:40:41.020000;Cab Call Scan;RBT219;B Line
2017-03-09 13:41:12.873107;Paint Inspection;ATG468;PAINT
2017-03-09 13:41:30.000000;U-BOLT;HQI892;Front U-Bolt
2017-03-09 13:42:57.490000;Cab Conveyer;QLV652;Cab Upload 2
2017-03-09 13:42:57.490000;Cab Conveyor / Monorail;QLV652;Cab Upload
2017-03-09 13:44:17.563000;Cab call scan;YXF326;A Line
2017-03-09 13:45:05.361398;Paint Inspection;GZC132;PAINT
2017-03-09 13:45:37.000000;U-BOLT;HQI892;Rear U-Bolt
2017-03-09 13:45:52.563000;Assembly Line Tracker;HCS198;Pool 13 Start
2017-03-09 13:46:01.547000;Hood Conveyor;ATG468;Hood Upload
2017-03-09 13:46:18.070000;Cab in white conveyer;ZXC042;CIW upload
2017-03-09 13:47:40.983000;Cab Conveyer;EQD264;Cab Upload 2
2017-03-09 13:47:40.983000;Cab Conveyor / Monorail;EQD264;Cab Upload
2017-03-09 13:48:43.000000;U-BOLT;MAU864;Front U-Bolt
2017-03-09 13:49:54.077000;Hood Conveyor;GZC132;Hood Upload
2017-03-09 13:50:51.227000;Assembly Line Tracker;TMU402;Pool 13 Start
2017-03-09 13:51:14.017000;Cab Call Scan;YKN950;B Line
2017-03-09 13:54:21.050000;Cab in white conveyer;IGW482;CIW upload
2017-03-09 13:56:27.970000;OMT Offline Tracking;KFN372;Enter Offline
2017-03-09 13:56:47.000000;U-BOLT;MAU864;Rear U-Bolt
2017-03-09 13:57:01.000000;U-BOLT;WBR310;Front U-Bolt
2017-03-09 13:57:16.207000;OMT Offline Tracking;AHN391;Enter Offline
2017-03-09 13:59:46.540000;Cab call scan;IXT460;A Line
2017-03-09 14:00:23.610000;Cab Conveyer;ADQ781;Cab Upload 2
2017-03-09 14:00:23.610000;Cab Conveyor / Monorail;ADQ781;Cab Upload
2017-03-09 14:00:51.980000;Assembly Line Tracker;TBP914;Pool 13 Start
2017-03-09 14:00:53.007000;Assembly Line Tracker;EBM074;Pool 13 Start
2017-03-09 14:03:24.000000;U-BOLT;WBR310;Rear U-Bolt
2017-03-09 14:04:11.070000;Cab Conveyer;GJK683;Cab Upload 2
2017-03-09 14:04:11.070000;Cab Conveyor / Monorail;GJK683;Cab Upload
2017-03-09 14:04:56.890000;OMT Offline Tracking;MPO083;Enter Offline
2017-03-09 14:05:35.000000;U-BOLT;LPU731;Front U-Bolt
2017-03-09 14:05:51.120000;Assembly Line Tracker;YRW680;Pool 13 Start
2017-03-09 14:05:52.260000;Assembly Line Tracker;XJI184;Pool 13 Start
2017-03-09 14:07:26.523000;Cab in white conveyer;YAM792;CIW upload
2017-03-09 14:08:33.030000;Cab Call Scan;SPF970;B Line
2017-03-09 14:08:56.110000;Cab Conveyer;YXF326;Cab Upload 2
2017-03-09 14:08:56.110000;Cab Conveyor / Monorail;YXF326;Cab Upload
2017-03-09 14:10:52.251714;Paint Inspection;XPQ906;PAINT
2017-03-09 14:10:57.233000;OMT Offline Tracking;DPH631;Enter Offline
2017-03-09 14:11:26.000000;U-BOLT;SFZ186;Front U-Bolt
2017-03-09 14:13:15.530000;Cab call scan;DJZ516;A Line
2017-03-09 14:14:27.000000;U-BOLT;SFZ186;Rear U-Bolt
2017-03-09 14:15:33.223000;Cab in white conveyer;XQJ175;CIW upload
2017-03-09 14:19:44.123000;Cab Conveyer;HMS840;Cab Upload 2
2017-03-09 14:19:44.123000;Cab Conveyor / Monorail;HMS840;Cab Upload
2017-03-09 14:27:32.000000;STVMS Tracking Chassis Start;YRW680;Chassis Start
2017-03-09 14:27:36.000000;STVMS Tracking Chassis Start;TEK452;Chassis Start
2017-03-09 14:27:40.000000;STVMS Tracking Chassis Start;GTO457;Chassis Start
2017-03-09 14:27:43.000000;STVMS Tracking Chassis Start;YBP783;Chassis Start
2017-03-09 14:29:24.000000;U-BOLT;PWR481;Front U-Bolt
2017-03-09 14:49:15.203000;Cab in white conveyer;AXB124;CIW upload
2017-03-09 15:04:26.283000;Cab in white conveyer;NEH310;CIW upload
2017-03-10 06:27:30.667000;Cab Conveyer;RBT219;Cab Upload 2
2017-03-10 06:27:30.667000;Cab Conveyor / Monorail;RBT219;Cab Upload
2017-03-10 06:38:21.760000;Cab call scan;JYZ708;A Line
2017-03-10 06:39:21.817000;OMT Offline Tracking;SPI314;Enter Offline
2017-03-10 06:41:17.931877;Paint Inspection;JCV863;PAINT
2017-03-10 06:41:24.307000;Cab Call Scan;KLN307;B Line
2017-03-10 06:44:23.737000;Cab Conveyer;IXT460;Cab Upload 2
2017-03-10 06:44:23.737000;Cab Conveyor / Monorail;IXT460;Cab Upload
2017-03-10 06:45:35.293000;Cab in white conveyer;WTZ176;CIW upload
2017-03-10 06:47:06.823000;Hood Conveyor;XPQ906;Hood Upload
2017-03-10 06:48:15.787000;Cab Conveyer;YKN950;Cab Upload 2
2017-03-10 06:48:15.787000;Cab Conveyor / Monorail;YKN950;Cab Upload
2017-03-10 06:48:18.916176;Paint Inspection;CNE620;PAINT
2017-03-10 06:49:50.343000;Hood Conveyor;FWS327;Hood Upload
2017-03-10 06:50:29.161411;Paint Inspection;DAJ581;PAINT
2017-03-10 06:52:39.970000;OMT Offline Tracking;LER634;Enter Offline
2017-03-10 06:53:54.989130;Paint Inspection;CRN086;PAINT
2017-03-10 06:54:01.390000;OMT Offline Tracking;SEK173;Enter Offline
2017-03-10 06:54:01.390000;OMT Offline Tracking;SEK173;Sold
2017-03-10 06:54:12.788844;Paint Inspection;PVO367;PAINT
2017-03-10 06:54:19.000000;STVMS Tracking Chassis Start;ATG468;Chassis Start
2017-03-10 06:54:21.000000;STVMS Tracking Chassis Start;GZC132;Chassis Start
2017-03-10 06:54:32.290000;Cab call scan;VFX591;A Line
2017-03-10 06:55:11.740000;Hood Conveyor;UXJ427;Hood Upload
2017-03-10 06:58:30.800000;Cab Conveyer;DJZ516;Cab Upload 2
2017-03-10 06:58:30.800000;Cab Conveyor / Monorail;DJZ516;Cab Upload
2017-03-10 06:58:35.697329;Paint Inspection;DRY562;PAINT
2017-03-10 06:59:39.203000;OMT Offline Tracking;AGU058;Enter Offline
2017-03-10 07:00:09.000000;U-BOLT;JIN079;Rear U-Bolt
2017-03-10 07:00:18.937000;Cab in white conveyer;DMV430;CIW upload
2017-03-10 07:00:59.327450;Paint Inspection;MTV391;PAINT
2017-03-10 07:01:56.000000;U-BOLT;JIN079;Front U-Bolt
2017-03-10 07:04:53.363000;Hood Conveyor;CNE620;Hood Upload
2017-03-10 07:07:18.823000;Cab Conveyer;SPF970;Cab Upload 2
2017-03-10 07:07:18.823000;Cab Conveyor / Monorail;SPF970;Cab Upload
2017-03-10 07:07:28.793000;Cab Call Scan;DPA037;B Line
2017-03-10 07:08:41.107000;OMT Offline Tracking;TRJ645;Enter Offline
2017-03-10 07:08:49.000000;STVMS Tracking Chassis Start;XPQ906;Chassis Start
2017-03-10 07:08:52.000000;STVMS Tracking Chassis Start;FWS327;Chassis Start
2017-03-10 07:09:12.000000;U-BOLT;HCS198;Front U-Bolt
2017-03-10 07:10:02.377000;Cab call scan;EPR018;A Line
2017-03-10 07:11:58.857000;OMT Offline Tracking;QZH295;Enter Offline
2017-03-10 07:11:58.857000;OMT Offline Tracking;QZH295;Sold
2017-03-10 07:12:13.910000;Cab Conveyer;JYZ708;Cab Upload 2
2017-03-10 07:12:13.910000;Cab Conveyor / Monorail;JYZ708;Cab Upload
2017-03-10 07:14:43.656843;Paint Inspection;NTD012;PAINT
2017-03-10 07:17:15.943000;Cab in white conveyer;VFA941;CIW upload
2017-03-10 07:17:44.000000;U-BOLT;TMU402;Front U-Bolt
2017-03-10 07:20:09.000000;STVMS Tracking Chassis Start;UXJ427;Chassis Start
2017-03-10 07:20:30.470000;Cab Conveyer;KLN307;Cab Upload 2
2017-03-10 07:20:30.470000;Cab Conveyor / Monorail;KLN307;Cab Upload
2017-03-10 07:20:38.760000;OMT Offline Tracking;NHZ581;Enter Offline
2017-03-10 07:21:43.273395;Paint Inspection;IVC016;PAINT
2017-03-10 07:22:46.547000;Hood Conveyor;DAJ581;Hood Upload
2017-03-10 07:23:25.383000;Cab Conveyer;VFX591;Cab Upload 2
2017-03-10 07:23:25.383000;Cab Conveyor / Monorail;VFX591;Cab Upload
2017-03-10 07:23:29.503000;Cab in white conveyer;RSB867;CIW upload
2017-03-10 07:25:33.473000;Cab call scan;FTI653;A Line
2017-03-10 07:27:26.540000;Cab Conveyer;EPR018;Cab Upload 2
2017-03-10 07:27:26.540000;Cab Conveyor / Monorail;EPR018;Cab Upload
2017-03-10 07:28:13.570000;OMT Offline Tracking;CSV482;Enter Offline
2017-03-10 07:29:12.513000;Cab Call Scan;OQS570;B Line
2017-03-10 07:30:01.503000;Hood Conveyor;MTV391;Hood Upload
2017-03-10 07:30:12.460000;Cab in white conveyer;ZHI138;CIW upload
2017-03-10 07:30:23.133000;OMT Offline Tracking;FZA809;Enter Offline
2017-03-10 07:31:38.523000;Cab Call Scan;KUR214;B Line
2017-03-10 07:33:37.000000;U-BOLT;TBP914;Rear U-Bolt
2017-03-10 07:33:52.000000;U-BOLT;EBM074;Front U-Bolt
2017-03-10 07:34:14.490000;Hood Conveyor;DUT829;Hood Upload
2017-03-10 07:34:48.000000;STVMS Tracking Chassis Start;CNE620;Chassis Start
2017-03-10 07:37:38.180000;Cab in white conveyer;KJA254;CIW upload
2017-03-10 07:38:06.000000;U-BOLT;TBP914;Front U-Bolt
2017-03-10 07:39:02.657000;Hood Conveyor;PVO367;Hood Upload
2017-03-10 07:39:12.600000;Cab call scan;ILA012;A Line
2017-03-10 07:41:42.630000;Cab Conveyer;DPA037;Cab Upload 2
2017-03-10 07:41:42.630000;Cab Conveyor / Monorail;DPA037;Cab Upload
2017-03-10 07:42:32.693000;Hood Conveyor;JCV863;Hood Upload
2017-03-10 07:44:37.000000;U-BOLT;XJI184;Front U-Bolt
2017-03-10 07:47:18.597000;Hood Conveyor;DRY562;Hood Upload
2017-03-10 07:47:32.898250;Paint Inspection;ETS067;PAINT
2017-03-10 07:48:11.073000;Cab Conveyer;OQS570;Cab Upload 2
2017-03-10 07:48:11.073000;Cab Conveyor / Monorail;OQS570;Cab Upload
2017-03-10 07:49:04.000000;STVMS Tracking Chassis Start;DAJ581;Chassis Start
2017-03-10 07:49:08.000000;STVMS Tracking Chassis Start;MTV391;Chassis Start
2017-03-10 07:49:49.000000;U-BOLT;BJM584;Front U-Bolt
2017-03-10 07:50:13.627000;Cab Call Scan;FQP941;B Line
2017-03-10 07:50:52.250000;OMT Offline Tracking;ZPW452;Enter Offline
2017-03-10 07:51:43.693000;Hood Conveyor;NTD012;Hood Upload
2017-03-10 07:52:51.267000;OMT Offline Tracking;YZU059;Enter Offline
2017-03-10 07:52:51.267000;OMT Offline Tracking;YZU059;Sold
2017-03-10 07:53:36.217000;Cab in white conveyer;ASE183;CIW upload
2017-03-10 07:54:07.549580;Paint Inspection;QTF497;PAINT
2017-03-10 07:54:47.177000;Cab Conveyer;FTI653;Cab Upload 2
2017-03-10 07:54:47.177000;Cab Conveyor / Monorail;FTI653;Cab Upload
2017-03-10 07:55:51.123000;Hood Conveyor;IVC016;Hood Upload
2017-03-10 07:59:14.313000;OMT Offline Tracking;APZ612;Enter Offline
2017-03-10 07:59:14.313000;OMT Offline Tracking;APZ612;Sold
2017-03-10 08:00:01.840000;Cab in white conveyer;EYG192;CIW upload
2017-03-10 08:00:04.247000;Hood Conveyor;HBM615;Hood Upload
2017-03-10 08:00:41.311704;Paint Inspection;YKL719;PAINT
2017-03-10 08:02:50.000000;STVMS Tracking Chassis Start;DUT829;Chassis Start
2017-03-10 08:02:53.000000;STVMS Tracking Chassis Start;BJM584;Chassis Start
2017-03-10 08:02:56.000000;STVMS Tracking Chassis Start;XJI184;Chassis Start
2017-03-10 08:03:01.000000;STVMS Tracking Chassis Start;PVO367;Chassis Start
2017-03-10 08:04:34.007000;Hood Conveyor;QTF497;Hood Upload
2017-03-10 08:05:19.263000;OMT Offline Tracking;QRM025;Enter Offline
2017-03-10 08:06:45.000000;U-BOLT;TEK452;Front U-Bolt
2017-03-10 08:07:05.710000;Cab Conveyer;KUR214;Cab Upload 2
2017-03-10 08:07:05.710000;Cab Conveyor / Monorail;KUR214;Cab Upload
2017-03-10 08:07:45.230000;Cab in white conveyer;RKW079;CIW upload
2017-03-10 08:08:29.689107;Paint Inspection;IMS267;PAINT
2017-03-10 08:10:48.740000;Cab call scan;MAU864;A Line
2017-03-10 08:11:58.000000;STVMS Tracking Chassis Start;JCV863;Chassis Start
2017-03-10 08:12:39.783000;Cab Conveyer;ILA012;Cab Upload 2
2017-03-10 08:12:39.783000;Cab Conveyor / Monorail;ILA012;Cab Upload
2017-03-10 08:12:54.277000;Cab Call Scan;HQI892;B Line
2017-03-10 08:13:02.800057;Paint Inspection;AQG261;PAINT
2017-03-10 08:13:12.783000;Cab in white conveyer;VAF684;CIW upload
2017-03-10 08:19:20.369278;Paint Inspection;KIA624;PAINT
2017-03-10 08:20:11.967000;Cab in white conveyer;UVN439;CIW upload
2017-03-10 08:21:27.807000;OMT Offline Tracking;YCU023;Enter Offline
2017-03-10 08:21:47.807000;OMT Offline Tracking;YWI795;Enter Offline
2017-03-10 08:23:42.000000;STVMS Tracking Chassis Start;DRY562;Chassis Start
2017-03-10 08:24:05.277000;Cab Call Scan;WBR310;B Line
2017-03-10 08:27:26.300000;Cab Conveyer;FQP941;Cab Upload 2
2017-03-10 08:27:26.300000;Cab Conveyor / Monorail;FQP941;Cab Upload
2017-03-10 08:27:48.000000;U-BOLT;YBP783;Front U-Bolt
